GrossProfit,IncomeAfterTaxes,Revenue,ticker,qend,avail_date
12774029000.0,4440578000.0,265141914000.0,2382.TW,2019-09-30,2019-11-14
14791369000.0,4563026000.0,297398484000.0,2382.TW,2019-12-31,2020-03-31
9230550000.0,2705960000.0,190297896000.0,2382.TW,2020-03-31,2020-05-15
16787376000.0,5912197000.0,270182333000.0,2382.TW,2020-06-30,2020-08-14
19182175000.0,8026473000.0,327348154000.0,2382.TW,2020-09-30,2020-11-14
18770976000.0,8745430000.0,303030468000.0,2382.TW,2020-12-31,2021-03-31
17021360000.0,7234012000.0,268953612000.0,2382.TW,2021-03-31,2021-05-15
17135941000.0,8050797000.0,260277568000.0,2382.TW,2021-06-30,2021-08-14
17682682000.0,9572909000.0,261588545000.0,2382.TW,2021-09-30,2021-11-14
20271249000.0,9501847000.0,338633625000.0,2382.TW,2021-12-31,2022-03-31
16032422000.0,6931595000.0,301781255000.0,2382.TW,2022-03-31,2022-05-15
12286616000.0,4141254000.0,270467363000.0,2382.TW,2022-06-30,2022-08-14
21437113000.0,9476074000.0,382075216000.0,2382.TW,2022-09-30,2022-11-14
21158861000.0,9173746000.0,326105478000.0,2382.TW,2022-12-31,2023-03-31
17565688000.0,6612118000.0,266180950000.0,2382.TW,2023-03-31,2023-05-15
20882329000.0,10273449000.0,245029412000.0,2382.TW,2023-06-30,2023-08-14
23228314000.0,13052917000.0,286504589000.0,2382.TW,2023-09-30,2023-11-14
23206628000.0,10550102000.0,287896101000.0,2382.TW,2023-12-31,2024-03-31
21949614000.0,12229696000.0,258939378000.0,2382.TW,2024-03-31,2024-05-15
26608644000.0,15282761000.0,309954132000.0,2382.TW,2024-06-30,2024-08-14
31124796000.0,16724533000.0,424549240000.0,2382.TW,2024-09-30,2024-11-14
31076954000.0,16045941000.0,417312909000.0,2382.TW,2024-12-31,2025-03-31
38482655000.0,19697142000.0,485671990000.0,2382.TW,2025-03-31,2025-05-15
35533230000.0,17075413000.0,504121652000.0,2382.TW,2025-06-30,2025-08-14
33918394000.0,16629784000.0,495258381000.0,2382.TW,2025-09-30,2025-11-14
40398185000.0,22383972000.0,638637424000.0,2382.TW,2025-12-31,2026-03-31
38697031000.0,21306113000.0,809221055000.0,2382.TW,2026-03-31,2026-05-15
1402766000.0,,,3231.TW,2005-03-31,2005-05-15
1814684000.0,,,3231.TW,2005-06-30,2005-08-14
2429198000.0,,,3231.TW,2005-09-30,2005-11-14
3585649000.0,,,3231.TW,2005-12-31,2006-03-31
3186489000.0,,50424745000.0,3231.TW,2006-03-31,2006-05-15
3818734000.0,,47913826000.0,3231.TW,2006-06-30,2006-08-14
3430112000.0,,58235027000.0,3231.TW,2006-09-30,2006-11-14
3627110000.0,,61780970000.0,3231.TW,2006-12-31,2007-03-31
3006002000.0,,51596545000.0,3231.TW,2007-03-31,2007-05-15
3472180000.0,,55149904000.0,3231.TW,2007-06-30,2007-08-14
4226837000.0,,76874629000.0,3231.TW,2007-09-30,2007-11-14
3995495000.0,,93238374000.0,3231.TW,2007-12-31,2008-03-31
4569044000.0,,85318747000.0,3231.TW,2008-03-31,2008-05-15
5041244000.0,,90502051000.0,3231.TW,2008-06-30,2008-08-14
6213856000.0,,118435797000.0,3231.TW,2008-09-30,2008-11-14
4374503000.0,,128024773000.0,3231.TW,2008-12-31,2009-03-31
4639064000.0,,106827614000.0,3231.TW,2009-03-31,2009-05-15
6640640000.0,,126185827000.0,3231.TW,2009-06-30,2009-08-14
6599942000.0,,146005696000.0,3231.TW,2009-09-30,2009-11-14
5643035000.0,,144098595000.0,3231.TW,2009-12-31,2010-03-31
6785500000.0,,130809010000.0,3231.TW,2010-03-31,2010-05-15
7492702000.0,,134680266000.0,3231.TW,2010-06-30,2010-08-14
7031870000.0,,142441091000.0,3231.TW,2010-09-30,2010-11-14
4547721000.0,,138697789000.0,3231.TW,2010-12-31,2011-03-31
6257066000.0,,119640871000.0,3231.TW,2011-03-31,2011-05-15
6994751000.0,,139415316000.0,3231.TW,2011-06-30,2011-08-14
5785224000.0,,148520725000.0,3231.TW,2011-09-30,2011-11-14
5432980000.0,,178900271000.0,3231.TW,2011-12-31,2012-03-31
5690444000.0,,161151637000.0,3231.TW,2012-03-31,2012-05-15
6183978000.0,,145574106000.0,3231.TW,2012-06-30,2012-08-14
6531391000.0,,142491437000.0,3231.TW,2012-09-30,2012-11-14
6193086000.0,,149541413000.0,3231.TW,2012-12-31,2013-03-31
8057411000.0,1615269000.0,158195661000.0,3231.TW,2013-03-31,2013-05-15
6756119000.0,1743095000.0,162950452000.0,3231.TW,2013-06-30,2013-08-14
8080449000.0,1468616000.0,159887702000.0,3231.TW,2013-09-30,2013-11-14
7309072000.0,927748000.0,142975258000.0,3231.TW,2013-12-31,2014-03-31
6549996000.0,341941000.0,125818268000.0,3231.TW,2014-03-31,2014-05-15
8539259000.0,1215966000.0,135884930000.0,3231.TW,2014-06-30,2014-08-14
8177905000.0,1449655000.0,155753805000.0,3231.TW,2014-09-30,2014-11-14
7849614000.0,581429000.0,174889731000.0,3231.TW,2014-12-31,2015-03-31
7030041000.0,733736000.0,150704704000.0,3231.TW,2015-03-31,2015-05-15
6839478000.0,53417000.0,146073368000.0,3231.TW,2015-06-30,2015-08-14
7793300000.0,663987000.0,152416106000.0,3231.TW,2015-09-30,2015-11-14
7753417000.0,-180245000.0,174079810000.0,3231.TW,2015-12-31,2016-03-31
7665625000.0,397429000.0,134695622000.0,3231.TW,2016-03-31,2016-05-15
7299579000.0,625333000.0,146627137000.0,3231.TW,2016-06-30,2016-08-14
7668186000.0,501813000.0,168538221000.0,3231.TW,2016-09-30,2016-11-14
9011127000.0,1468429000.0,210047251000.0,3231.TW,2016-12-31,2017-03-31
6363808000.0,582670000.0,168408112000.0,3231.TW,2017-03-31,2017-05-15
7584015000.0,951968000.0,193838184000.0,3231.TW,2017-06-30,2017-08-14
8342103000.0,1058865000.0,212232039000.0,3231.TW,2017-09-30,2017-11-14
9349477000.0,1767988000.0,261602688000.0,3231.TW,2017-12-31,2018-03-31
8049298000.0,1362948000.0,217052925000.0,3231.TW,2018-03-31,2018-05-15
8878334000.0,1379387000.0,189347758000.0,3231.TW,2018-06-30,2018-08-14
9353068000.0,1884279000.0,227646550000.0,3231.TW,2018-09-30,2018-11-14
11278556000.0,2658575000.0,255489114000.0,3231.TW,2018-12-31,2019-03-31
8397781000.0,1503880000.0,206204535000.0,3231.TW,2019-03-31,2019-05-15
10228194000.0,2046931000.0,205549138000.0,3231.TW,2019-06-30,2019-08-14
10824354000.0,2392684000.0,216289837000.0,3231.TW,2019-09-30,2019-11-14
12708221000.0,3782748000.0,250211568000.0,3231.TW,2019-12-31,2020-03-31
8591976000.0,1443065000.0,173771433000.0,3231.TW,2020-03-31,2020-05-15
12655843000.0,3907375000.0,221107466000.0,3231.TW,2020-06-30,2020-08-14
11694986000.0,3886034000.0,217593543000.0,3231.TW,2020-09-30,2020-11-14
13110375000.0,3671422000.0,232539402000.0,3231.TW,2020-12-31,2021-03-31
10549554000.0,949525000.0,177359386000.0,3231.TW,2021-03-31,2021-05-15
12112080000.0,5280982000.0,200878566000.0,3231.TW,2021-06-30,2021-08-14
12992649000.0,1805365000.0,220392216000.0,3231.TW,2021-09-30,2021-11-14
15480433000.0,6691939000.0,263452680000.0,3231.TW,2021-12-31,2022-03-31
12795899000.0,363811000.0,226445781000.0,3231.TW,2022-03-31,2022-05-15
16380878000.0,6235054000.0,244215971000.0,3231.TW,2022-06-30,2022-08-14
17874104000.0,6119835000.0,250103107000.0,3231.TW,2022-09-30,2022-11-14
22677811000.0,6298847000.0,263854297000.0,3231.TW,2022-12-31,2023-03-31
14851595000.0,2020117000.0,212000207000.0,3231.TW,2023-03-31,2023-05-15
15677400000.0,4736316000.0,207476960000.0,3231.TW,2023-06-30,2023-08-14
17042300000.0,6193311000.0,217040268000.0,3231.TW,2023-09-30,2023-11-14
21411578000.0,5315541000.0,230539572000.0,3231.TW,2023-12-31,2024-03-31
17229962000.0,6207846000.0,239325146000.0,3231.TW,2024-03-31,2024-05-15
20083104000.0,7073300000.0,240206609000.0,3231.TW,2024-06-30,2024-08-14
22744689000.0,7895498000.0,272542265000.0,3231.TW,2024-09-30,2024-11-14
24033088000.0,9459587000.0,297181761000.0,3231.TW,2024-12-31,2025-03-31
27055559000.0,11169128000.0,346485069000.0,3231.TW,2025-03-31,2025-05-15
24453488000.0,13737544000.0,551291451000.0,3231.TW,2025-06-30,2025-08-14
41964852000.0,16520377000.0,567805283000.0,3231.TW,2025-09-30,2025-11-14
40509474000.0,16345454000.0,720940833000.0,3231.TW,2025-12-31,2026-03-31
44093947000.0,18020763000.0,846303026000.0,3231.TW,2026-03-31,2026-05-15
3855109000.0,,,2357.TW,2005-03-31,2005-05-15
3112890000.0,,,2357.TW,2005-06-30,2005-08-14
6685613000.0,,,2357.TW,2005-09-30,2005-11-14
9347229000.0,,,2357.TW,2005-12-31,2006-03-31
4151681000.0,,72110374000.0,2357.TW,2006-03-31,2006-05-15
4756322000.0,,70654203000.0,2357.TW,2006-06-30,2006-08-14
8581572000.0,,91359398000.0,2357.TW,2006-09-30,2006-11-14
9972850000.0,,151915209000.0,2357.TW,2006-12-31,2007-03-31
9200228000.0,,182939916000.0,2357.TW,2007-03-31,2007-05-15
9167721000.0,,110275258000.0,2357.TW,2007-06-30,2007-08-14
11896384000.0,,133640492000.0,2357.TW,2007-09-30,2007-11-14
10944889000.0,,163050166000.0,2357.TW,2007-12-31,2008-03-31
9564149000.0,,77272786000.0,2357.TW,2008-03-31,2008-05-15
6996965000.0,,49547542000.0,2357.TW,2008-06-30,2008-08-14
11514015000.0,,69816279000.0,2357.TW,2008-09-30,2008-11-14
-1719745000.0,,52714344000.0,2357.TW,2008-12-31,2009-03-31
675434000.0,,40394420000.0,2357.TW,2009-03-31,2009-05-15
3441225000.0,,45345763000.0,2357.TW,2009-06-30,2009-08-14
6496370000.0,,67057495000.0,2357.TW,2009-09-30,2009-11-14
1352763000.0,,79779226000.0,2357.TW,2009-12-31,2010-03-31
4515836000.0,,74810447000.0,2357.TW,2010-03-31,2010-05-15
3906085000.0,,70380692000.0,2357.TW,2010-06-30,2010-08-14
4023645000.0,,77006048000.0,2357.TW,2010-09-30,2010-11-14
5046294000.0,,74226843000.0,2357.TW,2010-12-31,2011-03-31
4954686000.0,,58330303000.0,2357.TW,2011-03-31,2011-05-15
4449861000.0,,77263061000.0,2357.TW,2011-06-30,2011-08-14
7225675000.0,,96350678000.0,2357.TW,2011-09-30,2011-11-14
4687879000.0,,85725733000.0,2357.TW,2011-12-31,2012-03-31
6909135000.0,,79210359000.0,2357.TW,2012-03-31,2012-05-15
5481454000.0,,94261125000.0,2357.TW,2012-06-30,2012-08-14
6888500000.0,,95975664000.0,2357.TW,2012-09-30,2012-11-14
5527006000.0,,105671725000.0,2357.TW,2012-12-31,2013-03-31
15062768000.0,6059660000.0,114039780000.0,2357.TW,2013-03-31,2013-05-15
13492649000.0,4796077000.0,99732991000.0,2357.TW,2013-06-30,2013-08-14
14843082000.0,4971519000.0,118809707000.0,2357.TW,2013-09-30,2013-11-14
16571566000.0,5704408000.0,130704029000.0,2357.TW,2013-12-31,2014-03-31
14810531000.0,4422418000.0,110335999000.0,2357.TW,2014-03-31,2014-05-15
15423551000.0,4861762000.0,105197082000.0,2357.TW,2014-06-30,2014-08-14
17304731000.0,5874795000.0,123915618000.0,2357.TW,2014-09-30,2014-11-14
17844975000.0,4555430000.0,137959350000.0,2357.TW,2014-12-31,2015-03-31
15331207000.0,3696992000.0,111889517000.0,2357.TW,2015-03-31,2015-05-15
16045683000.0,4640648000.0,108406938000.0,2357.TW,2015-06-30,2015-08-14
17690050000.0,4287045000.0,119315891000.0,2357.TW,2015-09-30,2015-11-14
18818430000.0,4661232000.0,132722972000.0,2357.TW,2015-12-31,2016-03-31
16251775000.0,4234990000.0,119253004000.0,2357.TW,2016-03-31,2016-05-15
14514864000.0,4201825000.0,103343297000.0,2357.TW,2016-06-30,2016-08-14
17061145000.0,6117716000.0,117807829000.0,2357.TW,2016-09-30,2016-11-14
18399583000.0,5063873000.0,126398576000.0,2357.TW,2016-12-31,2017-03-31
14956686000.0,3747574000.0,108221176000.0,2357.TW,2017-03-31,2017-05-15
11880244000.0,2075944000.0,97318245000.0,2357.TW,2017-06-30,2017-08-14
16755960000.0,6013642000.0,114471318000.0,2357.TW,2017-09-30,2017-11-14
15811595000.0,4202834000.0,113956052000.0,2357.TW,2017-12-31,2018-03-31
14161119000.0,2634395000.0,98993535000.0,2357.TW,2018-03-31,2018-05-15
12342454000.0,1656773000.0,90436486000.0,2357.TW,2018-06-30,2018-08-14
13278482000.0,3597894000.0,102682729000.0,2357.TW,2018-09-30,2018-11-14
12232221000.0,-2616566000.0,62074915000.0,2357.TW,2018-12-31,2019-03-31
11012419000.0,2454390000.0,85929224000.0,2357.TW,2019-03-31,2019-05-15
11596585000.0,1868194000.0,74165885000.0,2357.TW,2019-06-30,2019-08-14
16412400000.0,5808837000.0,93946499000.0,2357.TW,2019-09-30,2019-11-14
14466714000.0,2883608000.0,97288885000.0,2357.TW,2019-12-31,2020-03-31
12263136000.0,1096276000.0,70757966000.0,2357.TW,2020-03-31,2020-05-15
15904896000.0,5909254000.0,92271493000.0,2357.TW,2020-06-30,2020-08-14
23101781000.0,11046501000.0,127425607000.0,2357.TW,2020-09-30,2020-11-14
21955905000.0,10334847000.0,122325373000.0,2357.TW,2020-12-31,2021-03-31
25766171000.0,10218371000.0,116161682000.0,2357.TW,2021-03-31,2021-05-15
27717285000.0,11803329000.0,128079748000.0,2357.TW,2021-06-30,2021-08-14
26488505000.0,11914047000.0,139093120000.0,2357.TW,2021-09-30,2021-11-14
30343968000.0,12669655000.0,151904185000.0,2357.TW,2021-12-31,2022-03-31
25817076000.0,10974912000.0,138422740000.0,2357.TW,2022-03-31,2022-05-15
17784552000.0,2487755000.0,126922226000.0,2357.TW,2022-06-30,2022-08-14
18324385000.0,6810068000.0,144770581000.0,2357.TW,2022-09-30,2022-11-14
12214838000.0,-3441267000.0,127076385000.0,2357.TW,2022-12-31,2023-03-31
10715581000.0,-1280370000.0,111397781000.0,2357.TW,2023-03-31,2023-05-15
16175378000.0,3083088000.0,115703513000.0,2357.TW,2023-06-30,2023-08-14
24713062000.0,11702347000.0,135051873000.0,2357.TW,2023-09-30,2023-11-14
20790115000.0,4384786000.0,120161262000.0,2357.TW,2023-12-31,2024-03-31
19531692000.0,6216766000.0,121696889000.0,2357.TW,2024-03-31,2024-05-15
28018475000.0,12521164000.0,144906624000.0,2357.TW,2024-06-30,2024-08-14
29883916000.0,13066791000.0,166560783000.0,2357.TW,2024-09-30,2024-11-14
26036414000.0,2434182000.0,153922801000.0,2357.TW,2024-12-31,2025-03-31
24603125000.0,13658312000.0,147693211000.0,2357.TW,2025-03-31,2025-05-15
25965793000.0,10451351000.0,188006262000.0,2357.TW,2025-06-30,2025-08-14
28709268000.0,11615678000.0,200281372000.0,2357.TW,2025-09-30,2025-11-14
32337314000.0,12491266000.0,202923942000.0,2357.TW,2025-12-31,2026-03-31
30970538000.0,11156804000.0,208369726000.0,2357.TW,2026-03-31,2026-05-15
1105023000.0,,,2376.TW,2005-03-31,2005-05-15
1152655000.0,,,2376.TW,2005-06-30,2005-08-14
1576477000.0,,,2376.TW,2005-09-30,2005-11-14
1837916000.0,,,2376.TW,2005-12-31,2006-03-31
1008931000.0,,11439203000.0,2376.TW,2006-03-31,2006-05-15
872552000.0,,10023380000.0,2376.TW,2006-06-30,2006-08-14
2175968000.0,,13334141000.0,2376.TW,2006-09-30,2006-11-14
938370000.0,,8354975000.0,2376.TW,2006-12-31,2007-03-31
751434000.0,,6469353000.0,2376.TW,2007-03-31,2007-05-15
640161000.0,,6438922000.0,2376.TW,2007-06-30,2007-08-14
740895000.0,,6719586000.0,2376.TW,2007-09-30,2007-11-14
657585000.0,,6419037000.0,2376.TW,2007-12-31,2008-03-31
648330000.0,,5807988000.0,2376.TW,2008-03-31,2008-05-15
326707000.0,,3976360000.0,2376.TW,2008-06-30,2008-08-14
632727000.0,,4736412000.0,2376.TW,2008-09-30,2008-11-14
4831953000.0,,31276250000.0,2376.TW,2008-12-31,2009-03-31
1906240000.0,,10968028000.0,2376.TW,2009-03-31,2009-05-15
1590775000.0,,9919538000.0,2376.TW,2009-06-30,2009-08-14
2214729000.0,,13182429000.0,2376.TW,2009-09-30,2009-11-14
1403718000.0,,9843877000.0,2376.TW,2009-12-31,2010-03-31
2168380000.0,,14219203000.0,2376.TW,2010-03-31,2010-05-15
1577335000.0,,9567608000.0,2376.TW,2010-06-30,2010-08-14
1919677000.0,,12952934000.0,2376.TW,2010-09-30,2010-11-14
1569636000.0,,12510505000.0,2376.TW,2010-12-31,2011-03-31
1986531000.0,,12616335000.0,2376.TW,2011-03-31,2011-05-15
1860598000.0,,9596405000.0,2376.TW,2011-06-30,2011-08-14
2019744000.0,,11726614000.0,2376.TW,2011-09-30,2011-11-14
793848000.0,,8694057000.0,2376.TW,2011-12-31,2012-03-31
1556371000.0,,9575661000.0,2376.TW,2012-03-31,2012-05-15
1613342000.0,,9533988000.0,2376.TW,2012-06-30,2012-08-14
1974857000.0,,12620081000.0,2376.TW,2012-09-30,2012-11-14
1181048000.0,,10412596000.0,2376.TW,2012-12-31,2013-03-31
2268806000.0,607606000.0,12393598000.0,2376.TW,2013-03-31,2013-05-15
2154163000.0,455224000.0,11551305000.0,2376.TW,2013-06-30,2013-08-14
2868572000.0,896241000.0,14095169000.0,2376.TW,2013-09-30,2013-11-14
1857665000.0,400409000.0,13078922000.0,2376.TW,2013-12-31,2014-03-31
3034649000.0,725268000.0,15293131000.0,2376.TW,2014-03-31,2014-05-15
2189338000.0,493566000.0,12468181000.0,2376.TW,2014-06-30,2014-08-14
2273258000.0,684211000.0,13725410000.0,2376.TW,2014-09-30,2014-11-14
1971138000.0,496760000.0,13054965000.0,2376.TW,2014-12-31,2015-03-31
2490282000.0,424271000.0,12906752000.0,2376.TW,2015-03-31,2015-05-15
1876681000.0,355589000.0,11696777000.0,2376.TW,2015-06-30,2015-08-14
2679680000.0,817615000.0,14003491000.0,2376.TW,2015-09-30,2015-11-14
1714769000.0,325225000.0,12221772000.0,2376.TW,2015-12-31,2016-03-31
2449743000.0,542265000.0,13091169000.0,2376.TW,2016-03-31,2016-05-15
2103052000.0,427076000.0,12021125000.0,2376.TW,2016-06-30,2016-08-14
2660211000.0,812598000.0,14880194000.0,2376.TW,2016-09-30,2016-11-14
1856691000.0,502411000.0,12354901000.0,2376.TW,2016-12-31,2017-03-31
2069866000.0,250053000.0,13328965000.0,2376.TW,2017-03-31,2017-05-15
2029406000.0,550924000.0,13963758000.0,2376.TW,2017-06-30,2017-08-14
3277251000.0,1109290000.0,17057666000.0,2376.TW,2017-09-30,2017-11-14
2822334000.0,803239000.0,15534392000.0,2376.TW,2017-12-31,2018-03-31
4222621000.0,1600879000.0,20176637000.0,2376.TW,2018-03-31,2018-05-15
2711920000.0,650229000.0,14172304000.0,2376.TW,2018-06-30,2018-08-14
1735051000.0,132235000.0,13627857000.0,2376.TW,2018-09-30,2018-11-14
1453622000.0,112782000.0,12946792000.0,2376.TW,2018-12-31,2019-03-31
2067788000.0,230599000.0,16025140000.0,2376.TW,2019-03-31,2019-05-15
2200671000.0,465149000.0,12318050000.0,2376.TW,2019-06-30,2019-08-14
2927653000.0,810955000.0,17665992000.0,2376.TW,2019-09-30,2019-11-14
2394757000.0,400840000.0,15772072000.0,2376.TW,2019-12-31,2020-03-31
2792003000.0,674653000.0,17233147000.0,2376.TW,2020-03-31,2020-05-15
3518069000.0,1157552000.0,20908229000.0,2376.TW,2020-06-30,2020-08-14
3981726000.0,1413763000.0,23003636000.0,2376.TW,2020-09-30,2020-11-14
4172639000.0,1085267000.0,23457829000.0,2376.TW,2020-12-31,2021-03-31
6834479000.0,2758711000.0,28366960000.0,2376.TW,2021-03-31,2021-05-15
8496576000.0,3286956000.0,31787258000.0,2376.TW,2021-06-30,2021-08-14
7262884000.0,3590028000.0,31294579000.0,2376.TW,2021-09-30,2021-11-14
6996093000.0,3699451000.0,30456560000.0,2376.TW,2021-12-31,2022-03-31
7875469000.0,3066178000.0,32610245000.0,2376.TW,2022-03-31,2022-05-15
3142711000.0,981231000.0,22661655000.0,2376.TW,2022-06-30,2022-08-14
3000830000.0,1168716000.0,24192106000.0,2376.TW,2022-09-30,2022-11-14
2597068000.0,1318724000.0,27799638000.0,2376.TW,2022-12-31,2023-03-31
3545609000.0,1024585000.0,28030016000.0,2376.TW,2023-03-31,2023-05-15
3089603000.0,889246000.0,26133800000.0,2376.TW,2023-06-30,2023-08-14
4912395000.0,1478383000.0,37013385000.0,2376.TW,2023-09-30,2023-11-14
5027834000.0,1388871000.0,45596208000.0,2376.TW,2023-12-31,2024-03-31
6233366000.0,2072918000.0,55164386000.0,2376.TW,2024-03-31,2024-05-15
7980081000.0,3277314000.0,73923373000.0,2376.TW,2024-06-30,2024-08-14
7240434000.0,2325962000.0,70445855000.0,2376.TW,2024-09-30,2024-11-14
6638606000.0,3078954000.0,65615165000.0,2376.TW,2024-12-31,2025-03-31
8480311000.0,3392430000.0,65747430000.0,2376.TW,2025-03-31,2025-05-15
9632946000.0,3367486000.0,102258116000.0,2376.TW,2025-06-30,2025-08-14
7883025000.0,3273895000.0,79581474000.0,2376.TW,2025-09-30,2025-11-14
9188814000.0,3250882000.0,89349640000.0,2376.TW,2025-12-31,2026-03-31
12614630000.0,5644314000.0,105057330000.0,2376.TW,2026-03-31,2026-05-15
523093000.0,,,2345.TW,2005-03-31,2005-05-15
528875000.0,,,2345.TW,2005-06-30,2005-08-14
576486000.0,,,2345.TW,2005-09-30,2005-11-14
696124000.0,,,2345.TW,2005-12-31,2006-03-31
486029000.0,,3432411000.0,2345.TW,2006-03-31,2006-05-15
542155000.0,,3617547000.0,2345.TW,2006-06-30,2006-08-14
587766000.0,,4105316000.0,2345.TW,2006-09-30,2006-11-14
489795000.0,,4255450000.0,2345.TW,2006-12-31,2007-03-31
468098000.0,,3162972000.0,2345.TW,2007-03-31,2007-05-15
473789000.0,,3503351000.0,2345.TW,2007-06-30,2007-08-14
413702000.0,,3308507000.0,2345.TW,2007-09-30,2007-11-14
390199000.0,,3524173000.0,2345.TW,2007-12-31,2008-03-31
500838000.0,,3671076000.0,2345.TW,2008-03-31,2008-05-15
412908000.0,,4043586000.0,2345.TW,2008-06-30,2008-08-14
537398000.0,,3852160000.0,2345.TW,2008-09-30,2008-11-14
503632000.0,,3522962000.0,2345.TW,2008-12-31,2009-03-31
356943000.0,,2951588000.0,2345.TW,2009-03-31,2009-05-15
370660000.0,,3096849000.0,2345.TW,2009-06-30,2009-08-14
544943000.0,,3785347000.0,2345.TW,2009-09-30,2009-11-14
619704000.0,,4498094000.0,2345.TW,2009-12-31,2010-03-31
652917000.0,,4080811000.0,2345.TW,2010-03-31,2010-05-15
723172000.0,,4888106000.0,2345.TW,2010-06-30,2010-08-14
633979000.0,,5420754000.0,2345.TW,2010-09-30,2010-11-14
576632000.0,,5502753000.0,2345.TW,2010-12-31,2011-03-31
452874000.0,,3776117000.0,2345.TW,2011-03-31,2011-05-15
486699000.0,,4181103000.0,2345.TW,2011-06-30,2011-08-14
697702000.0,,5282861000.0,2345.TW,2011-09-30,2011-11-14
694585000.0,,5585981000.0,2345.TW,2011-12-31,2012-03-31
528958000.0,,5099940000.0,2345.TW,2012-03-31,2012-05-15
493759000.0,,4839464000.0,2345.TW,2012-06-30,2012-08-14
646275000.0,,5244746000.0,2345.TW,2012-09-30,2012-11-14
627195000.0,,4820063000.0,2345.TW,2012-12-31,2013-03-31
783885000.0,69243000.0,4844827000.0,2345.TW,2013-03-31,2013-05-15
1009290000.0,195007000.0,6134205000.0,2345.TW,2013-06-30,2013-08-14
873397000.0,135419000.0,5642974000.0,2345.TW,2013-09-30,2013-11-14
954555000.0,156700000.0,6015981000.0,2345.TW,2013-12-31,2014-03-31
823780000.0,189003000.0,5251497000.0,2345.TW,2014-03-31,2014-05-15
979645000.0,153945000.0,5953234000.0,2345.TW,2014-06-30,2014-08-14
849619000.0,64686000.0,5347132000.0,2345.TW,2014-09-30,2014-11-14
832380000.0,235602000.0,6296037000.0,2345.TW,2014-12-31,2015-03-31
839979000.0,109497000.0,4947159000.0,2345.TW,2015-03-31,2015-05-15
1048240000.0,225319000.0,6130601000.0,2345.TW,2015-06-30,2015-08-14
1317931000.0,379984000.0,6542650000.0,2345.TW,2015-09-30,2015-11-14
1485821000.0,451135000.0,7118350000.0,2345.TW,2015-12-31,2016-03-31
1373539000.0,398116000.0,5927809000.0,2345.TW,2016-03-31,2016-05-15
1436185000.0,478534000.0,7420476000.0,2345.TW,2016-06-30,2016-08-14
1488900000.0,480339000.0,7591313000.0,2345.TW,2016-09-30,2016-11-14
1707379000.0,530510000.0,8429155000.0,2345.TW,2016-12-31,2017-03-31
1714747000.0,648163000.0,8562229000.0,2345.TW,2017-03-31,2017-05-15
1788821000.0,635684000.0,8825077000.0,2345.TW,2017-06-30,2017-08-14
1707549000.0,651305000.0,8872130000.0,2345.TW,2017-09-30,2017-11-14
1974918000.0,619377000.0,10187321000.0,2345.TW,2017-12-31,2018-03-31
1603530000.0,521843000.0,9103656000.0,2345.TW,2018-03-31,2018-05-15
1812995000.0,796545000.0,9699739000.0,2345.TW,2018-06-30,2018-08-14
2237704000.0,834546000.0,11261910000.0,2345.TW,2018-09-30,2018-11-14
2125868000.0,799247000.0,13026850000.0,2345.TW,2018-12-31,2019-03-31
2009448000.0,759048000.0,11168556000.0,2345.TW,2019-03-31,2019-05-15
2875254000.0,1380841000.0,13759045000.0,2345.TW,2019-06-30,2019-08-14
3345764000.0,1731317000.0,16441163000.0,2345.TW,2019-09-30,2019-11-14
2768296000.0,1078366000.0,14032283000.0,2345.TW,2019-12-31,2020-03-31
2262585000.0,1032374000.0,11724252000.0,2345.TW,2020-03-31,2020-05-15
2625089000.0,1155156000.0,12626178000.0,2345.TW,2020-06-30,2020-08-14
3398199000.0,1500165000.0,14398664000.0,2345.TW,2020-09-30,2020-11-14
3268189000.0,1360945000.0,15713778000.0,2345.TW,2020-12-31,2021-03-31
2533059000.0,1122935000.0,13198379000.0,2345.TW,2021-03-31,2021-05-15
2454500000.0,959986000.0,14052983000.0,2345.TW,2021-06-30,2021-08-14
2849521000.0,1095633000.0,15204052000.0,2345.TW,2021-09-30,2021-11-14
3507516000.0,1526504000.0,17143267000.0,2345.TW,2021-12-31,2022-03-31
2980746000.0,1287213000.0,15729561000.0,2345.TW,2022-03-31,2022-05-15
4074181000.0,2072860000.0,18696180000.0,2345.TW,2022-06-30,2022-08-14
4533045000.0,2461210000.0,20581333000.0,2345.TW,2022-09-30,2022-11-14
4930290000.0,2344529000.0,22198149000.0,2345.TW,2022-12-31,2023-03-31
4311242000.0,2037165000.0,19685588000.0,2345.TW,2023-03-31,2023-05-15
4496880000.0,2244896000.0,20119767000.0,2345.TW,2023-06-30,2023-08-14
5164223000.0,2385808000.0,22426730000.0,2345.TW,2023-09-30,2023-11-14
5290456000.0,2252296000.0,21956341000.0,2345.TW,2023-12-31,2024-03-31
3932876000.0,2243534000.0,18847712000.0,2345.TW,2024-03-31,2024-05-15
5184806000.0,2581158000.0,24412390000.0,2345.TW,2024-06-30,2024-08-14
5608730000.0,2650075000.0,28192739000.0,2345.TW,2024-09-30,2024-11-14
8064689000.0,4523979000.0,38971903000.0,2345.TW,2024-12-31,2025-03-31
8647449000.0,5121429000.0,42750561000.0,2345.TW,2025-03-31,2025-05-15
10863942000.0,5017080000.0,60604798000.0,2345.TW,2025-06-30,2025-08-14
